brand,processor_brand,processor_name,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,touchscreen,price
asus,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,casual,0,0,34649
lenovo,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,casual,0,0,38999
lenovo,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,casual,0,0,39999
asus,intel,core i5,8,ddr4,512,0,windows,32-bit,8,casual,0,0,69990
asus,intel,other,4,ddr4,0,512,windows,64-bit,4,casual,0,0,26990
asus,intel,other,4,ddr4,0,512,windows,64-bit,4,casual,0,0,22990
asus,intel,other,4,ddr4,0,512,windows,32-bit,4,casual,0,0,21990
asus,intel,core i5,8,ddr4,0,1024,windows,32-bit,8,casual,0,0,58799
lenovo,intel,core i5,4,ddr4,0,1024,windows,32-bit,4,casual,0,0,49999
other,amd,ryzen 5,4,ddr4,0,512,windows,32-bit,4,casual,0,0,59990
other,amd,ryzen 5,4,ddr4,0,512,windows,32-bit,4,casual,0,0,93700
other,amd,ryzen 5,4,ddr4,0,512,windows,32-bit,4,casual,0,0,72990
other,intel,other,4,ddr4,0,512,windows,64-bit,4,casual,0,0,17490
asus,intel,core i3,4,ddr4,256,0,windows,64-bit,4,casual,0,0,35990
hp,intel,core i3,8,ddr4,256,0,windows,64-bit,8,casual,1,1,56490
hp,intel,core i5,8,ddr4,256,0,windows,64-bit,8,casual,1,0,65390
lenovo,intel,other,4,ddr4,256,0,windows,64-bit,4,thinnlight,0,0,31999
hp,intel,other,8,ddr4,256,0,windows,64-bit,8,thinnlight,0,0,32490
lenovo,intel,other,4,ddr4,256,0,windows,64-bit,4,thinnlight,0,0,31799
asus,intel,other,4,ddr4,256,0,windows,64-bit,4,casual,0,0,29890
asus,intel,other,4,ddr4,0,1024,windows,64-bit,4,casual,1,0,23990
hp,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,casual,0,0,32955
hp,intel,core i5,4,ddr4,0,1024,windows,32-bit,4,casual,0,0,46200
asus,intel,core i3,4,ddr4,256,0,windows,64-bit,4,thinnlight,0,0,34429
lenovo,intel,core i3,8,ddr4,256,0,windows,32-bit,8,thinnlight,2,0,37990
asus,intel,core i3,4,ddr4,256,0,windows,32-bit,4,casual,1,0,35990
asus,intel,core i3,8,ddr4,256,0,windows,64-bit,8,thinnlight,0,0,33980
hp,intel,core i3,8,ddr4,256,0,windows,64-bit,8,thinnlight,1,0,39990
dell,intel,core i3,8,ddr4,256,0,windows,64-bit,8,thinnlight,1,0,39490
hp,intel,core i3,8,ddr4,256,0,windows,64-bit,8,casual,1,1,53990
other,intel,core i3,8,ddr4,256,0,windows,64-bit,8,thinnlight,1,0,38990
asus,intel,core i3,8,ddr4,256,0,windows,64-bit,8,thinnlight,1,0,37990
asus,intel,core i3,8,ddr4,256,0,windows,64-bit,8,casual,1,0,37890
lenovo,intel,core i3,8,ddr4,256,0,windows,64-bit,8,thinnlight,1,0,38990
lenovo,intel,core i3,8,ddr4,256,0,windows,64-bit,8,thinnlight,0,0,37990
dell,intel,core i3,8,ddr4,256,0,windows,64-bit,8,thinnlight,1,0,41990
asus,intel,core i3,8,ddr4,256,0,windows,64-bit,8,casual,1,0,45990
lenovo,intel,core i3,8,ddr4,256,0,windows,64-bit,8,thinnlight,1,0,39990
dell,intel,core i3,8,ddr4,256,0,windows,64-bit,8,thinnlight,0,0,42490
dell,intel,core i3,4,ddr4,256,0,windows,64-bit,4,thinnlight,1,0,36990
lenovo,intel,core i3,8,ddr4,256,0,windows,64-bit,8,casual,1,1,53990
asus,intel,core i3,8,ddr4,256,0,windows,64-bit,8,thinnlight,0,0,36990
lenovo,intel,core i3,4,ddr4,256,0,windows,64-bit,4,casual,2,0,38940
dell,intel,core i3,4,ddr4,256,0,windows,64-bit,4,casual,1,0,39490
lenovo,intel,core i3,8,ddr4,256,0,windows,64-bit,8,casual,2,0,39999
dell,intel,core i3,8,ddr4,256,0,windows,64-bit,8,thinnlight,1,0,42990
dell,intel,core i3,8,ddr4,256,0,windows,64-bit,8,casual,1,1,49990
dell,intel,core i3,8,ddr4,256,0,windows,64-bit,8,thinnlight,1,0,41490
dell,intel,core i3,8,ddr4,256,0,windows,64-bit,8,thinnlight,0,0,41990
lenovo,intel,core i3,8,ddr4,256,0,windows,64-bit,8,thinnlight,1,0,41990
asus,intel,core i3,8,ddr4,256,0,windows,64-bit,8,casual,1,0,38490
lenovo,intel,core i3,4,ddr4,256,0,windows,64-bit,4,thinnlight,1,0,38990
lenovo,intel,core i3,4,ddr4,256,0,windows,64-bit,4,casual,1,0,44990
lenovo,intel,core i3,4,ddr4,256,0,windows,64-bit,4,thinnlight,0,0,36490
lenovo,intel,core i3,8,ddr4,256,0,windows,32-bit,8,casual,0,0,38970
hp,intel,core i3,4,ddr4,256,0,windows,64-bit,4,thinnlight,1,0,44900
other,intel,core i3,4,ddr4,256,0,windows,64-bit,4,thinnlight,0,0,38990
dell,intel,core i3,4,ddr4,256,0,windows,64-bit,4,thinnlight,0,0,44427
asus,intel,core i3,4,ddr4,256,0,windows,64-bit,4,casual,1,0,35990
lenovo,intel,core i3,4,ddr4,256,0,windows,64-bit,4,casual,1,0,40200
lenovo,intel,core i3,4,ddr4,256,0,windows,32-bit,4,casual,0,0,40990
dell,intel,core i3,4,ddr4,256,0,windows,64-bit,4,thinnlight,1,0,42490
other,intel,other,4,ddr4,0,512,windows,32-bit,4,casual,0,0,23990
dell,intel,core i3,4,ddr4,256,0,windows,64-bit,4,casual,0,1,71999
asus,intel,core i3,4,ddr4,256,0,windows,64-bit,4,casual,1,0,39990
lenovo,intel,core i3,4,ddr4,256,0,windows,64-bit,4,casual,1,0,41998
asus,intel,core i3,4,ddr4,256,0,windows,32-bit,4,casual,0,0,41990
lenovo,intel,core i3,4,ddr4,256,0,windows,64-bit,4,casual,2,0,39999
asus,intel,core i3,4,ddr4,256,0,windows,32-bit,4,casual,0,0,39990
lenovo,intel,core i3,4,ddr4,256,0,windows,64-bit,4,casual,0,0,39998
hp,intel,core i3,4,ddr4,256,0,windows,64-bit,4,thinnlight,1,0,42490
lenovo,intel,core i3,4,ddr4,256,0,windows,32-bit,4,casual,0,0,41990
asus,intel,core i3,4,ddr4,256,0,windows,32-bit,4,casual,0,0,48490
hp,intel,core i3,4,ddr4,256,0,windows,64-bit,4,thinnlight,1,0,44376
dell,intel,core i3,4,ddr4,256,0,windows,32-bit,4,casual,0,0,43900
dell,intel,core i3,4,ddr4,256,0,windows,64-bit,4,casual,1,0,46690
dell,intel,core i3,4,ddr4,256,0,windows,64-bit,4,thinnlight,1,0,39990
lenovo,intel,core i3,4,ddr4,256,0,windows,64-bit,4,thinnlight,0,0,43990
asus,intel,core i3,4,ddr4,256,0,windows,64-bit,4,thinnlight,1,0,36990
dell,intel,core i3,8,ddr4,256,0,windows,64-bit,8,casual,1,0,48500
asus,intel,core i3,8,ddr4,256,0,windows,64-bit,8,casual,0,0,48990
asus,intel,other,4,other,0,512,windows,32-bit,4,casual,0,0,23490
hp,intel,core i3,4,ddr4,256,0,windows,64-bit,4,casual,1,1,54238
asus,intel,core i3,8,ddr4,512,0,windows,64-bit,8,casual,1,0,37990
hp,intel,core i3,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,42990
asus,intel,core i3,4,ddr4,512,0,windows,64-bit,4,casual,1,0,35990
asus,intel,core i3,8,ddr4,512,0,windows,64-bit,8,casual,1,0,42990
asus,intel,core i3,8,other,512,0,windows,32-bit,8,casual,1,1,51990
asus,intel,core i3,8,ddr4,512,0,windows,64-bit,8,casual,1,0,48990
lenovo,intel,core i3,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,38990
dell,intel,core i3,8,ddr4,512,0,windows,64-bit,8,thinnlight,0,0,45990
hp,intel,core i3,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,42490
hp,intel,core i3,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,43970
asus,intel,core i3,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,0,39990
other,intel,core i3,8,ddr4,512,0,windows,64-bit,8,thinnlight,0,0,48990
hp,intel,core i3,8,ddr4,512,0,windows,64-bit,8,casual,1,0,54990
other,intel,core i3,8,ddr4,512,0,windows,64-bit,8,thinnlight,0,0,40990
asus,intel,core i3,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,41990
lenovo,intel,core i3,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,1,54990
asus,intel,core i3,8,ddr4,512,0,windows,64-bit,8,casual,1,0,44990
hp,intel,core i3,8,ddr4,512,0,windows,64-bit,8,casual,1,0,41250
hp,intel,core i3,8,ddr4,512,0,windows,64-bit,8,thinnlight,0,0,44990
dell,intel,core i3,8,ddr4,512,0,windows,64-bit,8,casual,1,1,60790
hp,intel,core i3,8,ddr4,512,0,windows,64-bit,8,casual,0,0,45650
dell,intel,core i3,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,41990
dell,intel,core i3,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,45490
asus,intel,core i3,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,44990
lenovo,intel,core i3,8,ddr4,512,0,windows,64-bit,8,thinnlight,2,0,42990
hp,intel,core i3,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,0,45490
hp,intel,core i3,4,ddr4,512,0,windows,32-bit,4,casual,0,0,38799
hp,intel,core i3,4,ddr4,512,0,windows,64-bit,4,casual,1,1,69267
asus,intel,core i3,4,ddr4,512,0,windows,64-bit,4,casual,1,0,51649
hp,intel,core i3,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,0,47990
asus,intel,core i3,4,ddr4,512,0,windows,64-bit,4,casual,1,0,40990
asus,intel,core i3,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,0,42990
asus,intel,core i3,4,ddr4,512,0,windows,64-bit,4,casual,1,0,44890
asus,intel,core i3,4,ddr4,512,0,windows,64-bit,4,casual,1,0,41490
hp,intel,core i3,4,ddr4,512,0,windows,32-bit,4,thinnlight,1,0,50990
hp,intel,core i3,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,0,48900
dell,intel,core i3,4,ddr4,512,0,windows,64-bit,4,casual,0,0,41790
lenovo,intel,core i3,4,ddr4,512,0,windows,64-bit,4,casual,1,1,57999
dell,intel,core i3,8,ddr4,512,0,windows,64-bit,8,thinnlight,0,0,45930
hp,intel,core i3,8,ddr4,512,0,windows,64-bit,8,casual,1,1,55490
asus,intel,core i3,8,ddr4,0,1024,windows,64-bit,8,casual,1,0,32890
lenovo,intel,core i3,8,ddr4,0,1024,windows,64-bit,8,thinnlight,1,0,35990
dell,intel,core i3,8,ddr4,0,1024,windows,64-bit,8,thinnlight,0,0,42490
dell,intel,core i3,8,ddr4,0,1024,windows,64-bit,8,thinnlight,0,0,42190
dell,intel,core i3,8,ddr4,0,1024,windows,64-bit,8,thinnlight,1,0,39490
hp,intel,core i3,8,ddr4,0,1024,windows,64-bit,8,thinnlight,1,0,43690
asus,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,casual,1,0,35990
dell,intel,core i3,8,ddr4,0,1024,windows,32-bit,8,casual,0,0,43800
lenovo,intel,core i3,8,ddr4,0,1024,windows,32-bit,8,casual,0,0,38990
asus,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,thinnlight,1,0,34990
asus,intel,core i3,8,ddr4,0,1024,windows,64-bit,8,casual,1,0,38900
dell,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,thinnlight,1,0,39990
dell,intel,core i3,4,ddr4,0,1024,windows,32-bit,4,casual,0,0,40890
lenovo,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,thinnlight,1,0,36990
hp,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,thinnlight,1,0,39990
hp,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,thinnlight,1,0,41990
dell,intel,core i3,4,ddr4,0,1024,windows,32-bit,4,casual,0,0,43970
hp,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,thinnlight,1,0,39790
asus,intel,core i3,4,ddr4,0,1024,windows,32-bit,4,thinnlight,0,0,35590
hp,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,thinnlight,1,0,36490
asus,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,thinnlight,1,0,38990
asus,intel,core i3,4,ddr4,0,1024,windows,32-bit,4,thinnlight,0,0,33990
dell,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,casual,1,0,43400
asus,intel,other,4,other,0,512,windows,32-bit,4,casual,0,0,24990
hp,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,thinnlight,1,0,40750
dell,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,thinnlight,1,0,43000
asus,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,casual,0,0,38000
dell,intel,core i3,8,ddr4,0,1024,windows,64-bit,8,thinnlight,1,0,37990
hp,intel,core i3,8,ddr4,0,1024,windows,64-bit,8,casual,0,0,49279
lenovo,intel,core i3,8,ddr4,0,1024,windows,32-bit,8,casual,0,0,38999
asus,intel,core i3,8,ddr4,0,1024,windows,32-bit,8,casual,0,0,41500
other,intel,core i3,4,ddr4,0,1024,windows,32-bit,4,casual,0,0,36999
dell,intel,core i3,8,ddr4,0,1024,windows,32-bit,8,casual,0,0,42900
asus,intel,other,4,other,0,512,windows,32-bit,4,casual,0,0,21490
dell,intel,core i3,8,ddr4,0,1024,windows,32-bit,8,casual,0,0,41480
asus,intel,core i3,8,ddr4,0,1024,windows,64-bit,8,casual,0,0,32990
asus,intel,core i3,8,ddr4,0,1024,windows,64-bit,8,casual,1,0,38680
asus,intel,other,4,other,0,512,windows,32-bit,4,casual,0,0,23990
dell,intel,core i3,8,ddr4,0,1024,windows,64-bit,8,thinnlight,0,0,40390
asus,intel,core i3,4,ddr4,0,1024,windows,64-bit,4,thinnlight,0,0,33990
asus,intel,other,4,other,0,512,windows,32-bit,4,casual,0,0,20490
dell,intel,core i3,8,ddr4,256,1024,windows,64-bit,8,thinnlight,1,0,41490
dell,intel,core i3,8,ddr4,256,1024,windows,64-bit,8,casual,0,0,45490
dell,intel,core i3,8,ddr4,256,1024,windows,64-bit,8,casual,0,0,44490
asus,intel,core i3,8,ddr4,256,1024,windows,64-bit,8,casual,1,0,41890
dell,intel,core i3,4,ddr4,256,1024,windows,64-bit,4,thinnlight,1,0,42990
other,intel,core i3,8,ddr4,256,1024,windows,64-bit,8,casual,0,0,40990
dell,intel,core i3,8,ddr4,256,1024,windows,64-bit,8,thinnlight,1,0,48990
dell,intel,core i3,4,ddr4,256,1024,windows,64-bit,4,thinnlight,1,0,43590
dell,intel,core i3,4,ddr4,256,1024,windows,64-bit,4,casual,1,0,44690
asus,intel,core i3,4,ddr4,256,1024,windows,64-bit,4,casual,0,0,40990
dell,intel,core i3,4,ddr4,256,1024,windows,64-bit,4,thinnlight,1,0,43990
dell,intel,core i3,4,ddr4,256,1024,windows,64-bit,4,thinnlight,1,0,41390
dell,intel,core i3,4,ddr4,256,1024,windows,64-bit,4,thinnlight,1,0,44290
dell,intel,core i3,4,ddr4,256,1024,windows,64-bit,4,casual,1,0,48999
dell,intel,core i3,4,ddr4,256,1024,windows,64-bit,4,thinnlight,1,0,39990
dell,intel,core i3,8,ddr4,256,1024,windows,64-bit,8,thinnlight,0,0,46390
asus,intel,other,4,other,0,512,windows,64-bit,4,casual,0,0,18990
asus,intel,other,4,other,0,512,windows,32-bit,4,casual,0,0,17990
hp,intel,other,4,ddr4,0,512,windows,64-bit,4,casual,0,0,26470
hp,intel,other,4,ddr4,0,512,windows,64-bit,4,casual,0,0,27990
lenovo,intel,other,4,ddr4,0,1024,windows,32-bit,4,casual,0,0,29999
lenovo,intel,other,4,other,0,512,windows,64-bit,4,casual,0,0,25990
lenovo,intel,other,4,other,0,512,windows,32-bit,4,casual,0,0,16990
lenovo,intel,other,4,other,0,512,windows,32-bit,4,casual,0,0,24990
other,intel,core i5,8,other,0,512,windows,32-bit,8,casual,0,0,50990
other,intel,core i5,8,other,0,512,windows,32-bit,8,casual,1,0,119990
other,intel,core i5,8,other,0,512,other,32-bit,8,casual,0,0,94190
asus,intel,core i5,8,other,0,512,other,32-bit,8,casual,0,0,106167
dell,intel,core i5,8,other,0,512,other,32-bit,8,casual,1,0,68090
dell,intel,core i5,8,other,0,512,other,32-bit,8,thinnlight,1,0,139990
hp,intel,core i5,8,other,0,512,other,32-bit,8,thinnlight,0,0,55990
hp,intel,core i5,8,other,0,512,other,32-bit,8,casual,0,0,102551
lenovo,intel,core i5,8,other,0,512,other,32-bit,8,casual,0,0,46990
hp,intel,core i5,8,ddr4,128,0,windows,64-bit,8,thinnlight,1,0,76012
lenovo,intel,core i5,8,ddr4,256,0,windows,64-bit,8,casual,2,0,49490
other,intel,core i5,8,other,256,0,windows,64-bit,8,thinnlight,1,0,86867
asus,intel,core i5,8,ddr4,256,0,windows,64-bit,8,thinnlight,1,0,48990
dell,intel,core i5,8,ddr4,256,0,windows,64-bit,8,thinnlight,0,0,55990
other,intel,core i5,8,other,256,0,windows,64-bit,8,thinnlight,1,1,81998
hp,intel,core i5,8,ddr4,256,0,windows,64-bit,8,casual,1,1,136590
other,intel,core i5,8,ddr4,256,0,windows,64-bit,8,thinnlight,1,0,59490
asus,intel,core i5,8,ddr4,256,0,windows,64-bit,8,thinnlight,1,0,49800
lenovo,intel,core i5,8,ddr4,256,0,windows,64-bit,8,casual,1,0,61999
hp,intel,core i5,8,ddr4,512,0,windows,64-bit,8,thinnlight,0,0,54990
hp,intel,core i5,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,53990
lenovo,intel,core i5,8,ddr4,512,0,windows,64-bit,8,casual,2,0,52990
hp,intel,core i5,16,ddr4,512,0,windows,64-bit,16,thinnlight,1,0,67990
asus,intel,core i5,8,ddr4,512,0,windows,64-bit,8,gaming,1,0,57990
lenovo,intel,core i5,16,ddr4,512,0,windows,64-bit,16,thinnlight,1,0,62300
lenovo,intel,core i5,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,52990
lenovo,intel,core i5,8,ddr4,512,0,windows,64-bit,8,thinnlight,2,0,51990
lenovo,intel,core i5,16,ddr4,512,0,windows,64-bit,16,thinnlight,0,0,61990
asus,intel,core i5,8,other,512,0,windows,32-bit,8,casual,1,1,63990
lenovo,intel,core i5,8,ddr4,512,0,windows,64-bit,8,casual,1,0,65990
other,intel,core i5,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,52990
lenovo,intel,core i5,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,49990
asus,intel,core i5,8,ddr4,512,0,windows,64-bit,8,gaming,0,0,71990
asus,intel,core i5,8,ddr4,512,0,windows,64-bit,8,casual,1,0,47990
lenovo,intel,core i5,8,ddr4,512,0,windows,32-bit,8,thinnlight,2,0,48490
asus,intel,core i5,8,ddr4,512,0,windows,64-bit,8,gaming,0,0,72990
other,intel,core i5,16,ddr4,512,0,windows,64-bit,16,casual,2,0,76990
asus,intel,core i5,16,ddr4,512,0,windows,64-bit,16,gaming,1,0,89990
other,intel,core i5,8,ddr4,512,0,windows,64-bit,8,casual,2,0,59990
asus,intel,core i5,8,ddr4,512,0,windows,64-bit,8,gaming,1,0,65990
dell,intel,core i5,8,ddr4,512,0,windows,64-bit,8,casual,0,1,71990
dell,intel,core i5,8,ddr4,512,0,windows,64-bit,8,casual,0,1,71890
lenovo,intel,core i5,16,ddr4,512,0,windows,64-bit,16,thinnlight,0,0,64990
asus,intel,core i5,16,ddr4,512,0,windows,64-bit,16,casual,1,0,65990
hp,intel,core i5,8,ddr4,512,0,windows,64-bit,8,thinnlight,0,0,55999
asus,intel,core i5,16,ddr4,512,0,windows,64-bit,16,casual,1,0,73490
hp,intel,core i5,16,ddr4,512,0,windows,64-bit,16,thinnlight,1,0,74490
hp,intel,core i5,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,58340
other,intel,core i5,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,55999
dell,intel,core i5,16,ddr4,512,0,windows,64-bit,16,thinnlight,0,0,67990
asus,intel,core i5,16,ddr4,512,0,windows,64-bit,16,casual,1,0,59990
asus,intel,core i5,16,ddr4,512,0,windows,64-bit,16,casual,1,0,82990
dell,intel,core i5,8,ddr4,512,0,windows,64-bit,8,casual,1,0,64190
dell,intel,core i5,16,ddr4,512,0,windows,64-bit,16,thinnlight,0,0,70090
asus,intel,core i5,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,49990
other,intel,core i5,8,ddr4,512,0,windows,64-bit,8,thinnlight,0,0,55490
hp,intel,core i5,8,other,512,0,windows,64-bit,8,casual,0,1,97990
asus,intel,core i5,8,ddr4,512,0,windows,64-bit,8,gaming,1,0,54990
lenovo,intel,core i5,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,59990
lenovo,intel,core i5,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,53990
hp,intel,core i5,16,ddr4,512,0,windows,64-bit,16,thinnlight,1,0,66999
other,intel,core i5,8,other,512,0,windows,64-bit,8,thinnlight,1,0,60990
asus,intel,core i5,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,47990
hp,intel,core i5,8,ddr4,512,0,windows,32-bit,8,thinnlight,1,0,59999
dell,intel,core i5,16,ddr4,512,0,windows,64-bit,16,casual,1,0,79990
asus,intel,core i5,8,ddr4,512,0,windows,64-bit,8,gaming,1,0,63990
hp,intel,core i5,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,63990
lenovo,intel,core i5,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,55990
dell,intel,core i5,16,ddr4,512,0,windows,64-bit,16,casual,1,0,69490
